"min","max","avg"
0.900000,1.000000,0.953150
0.790000,0.990000,0.933057
0.790000,0.980000,0.925497
0.830000,0.980000,0.924616
0.860000,0.980000,0.921029
0.860000,0.980000,0.920032
0.850000,0.980000,0.918031
0.960000,1.000000,0.995857
