"min","max","avg"
7272.29,11285.31,8574.41
8861.13,12286.90,10269.44
9133.39,13652.33,11583.00
6891.63,10640.69,7873.99
7101.74,12304.03,8919.18
8402.12,14140.60,10536.15
7491.74,11126.17,9007.55
3609.00,6031.97,3933.01
